,id,alias,name,description,subscriptionCount,subscribed,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,fullyAnonymous,canUseNickname,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,postCount,favorite,heroImage,logo
279,de71b09b-b66a-40ca-baa7-759d5b10d49a,fastfood,速食,"歡迎各位速食愛好者來到本板！
無論是令人驚豔的新品，或是超級殺的優惠券，抑或是各種有關速食的疑難雜症，
都歡迎各位一起來討論📢📢📢",34559,False,False,2020-02-04T07:37:13.573Z,2020-10-04T13:24:28.122Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,"發文不必再自己打分類囉！
(請在上方選擇 標題分類)","{'exclude': [], 'include': []}",[],"['麥當勞', '摩斯', '肯德基', '優惠券']",False,{},[],0,"['classic', 'link']",{'last30Days': 39},False,"{'url': 'https://megapx-assets.dcard.tw/images/0a76ae91-80ff-42ea-a760-75b82f6b0f34/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/fe822c3a-46d4-4c3b-90ab-5a30eebaf234/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
253,b6d3c83f-4799-4154-98cb-a7e2437d5b22,caligraphy,手寫,筆跡，是偶然的春暖花開，必然的源遠流長。,33336,False,False,2020-02-04T07:32:53.573Z,2020-10-05T16:40:06.861Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],"['手寫', '手寫的溫度', '鋼筆', '新詩']",False,{},[],0,"['classic', 'link']",{'last30Days': 94},False,"{'url': 'https://megapx-assets.dcard.tw/images/4e8f2198-fce6-4493-975d-6931d1798c93/orig.jpeg', 'type': 'image/jpeg', 'width': 1125, 'height': 375}","{'url': 'https://megapx-assets.dcard.tw/images/e26bafd0-26a0-467a-9283-669ed13ef3f9/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
393,61fc48f0-84f5-4117-8016-01b16f702791,job_search,求職,"歡迎於本板討論各種求職相關話題。
無論是求職經驗分享、甘苦談、求職評價都可以在這裡討論喔～",33254,False,False,2020-04-20T05:51:34.863Z,2020-09-14T06:45:56.410Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,"【公司名稱】

【工作職缺】

【工作內容】

【工作地點】請填工作詳細地址，或註明在家工作

【工作時間】請註明上下班時間、有無午休時間、休假與加班，若是排班制，也請註明每個班別的時段

【徵求條件】禁止違反就業服務法及性別工作平等法等台灣現行法律，嚴禁特定性別與年齡

【加分條件】禁止違反就業服務法及性別工作平等法等台灣現行法律，嚴禁特定性別與年齡

【薪資待遇】請註明薪資範圍，不得低於台灣現行基本工資

【公司福利】

【聯絡方式】請填寫聯絡人、聯絡資訊，聯絡方式不得只有通訊軟體或社群網站帳號

【其他備註】","{'exclude': [], 'include': []}",[],"['面試經驗', '2020聯合校徵']",False,{},[],0,"['classic', 'link']",{'last30Days': 211},False,"{'url': 'https://megapx-assets.dcard.tw/images/d9732b64-419e-485a-bf2e-7d71457e7418/orig.jpeg', 'type': 'image/jpeg', 'width': 240, 'height': 80}","{'url': 'https://megapx-assets.dcard.tw/images/caf64188-7b8d-409d-bded-c809226a192c/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
350,a6dc1b6b-0aca-4004-86c8-3af6cdbfad23,softwareengineer,軟體工程師,歡迎大家討論軟體開發路上遇到的各種坑，踩到的各種雷，以及想要砍 PM 的各種衝動,31324,False,False,2020-02-04T07:49:03.573Z,2020-09-14T06:34:06.479Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],"['隕石開發', '碼農', 'k8s', 'tensorflow', 'python']",False,{},[],0,"['classic', 'link']",{'last30Days': 100},False,"{'url': 'https://megapx-assets.dcard.tw/images/a693d555-63cd-4719-b242-098d95b687ff/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/8415acf2-d286-4a5d-b045-7cb4db98516b/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
397,4fb1cbbf-57e3-46d0-9242-eb99fc0beea8,startup,創業,任何關於創業的話題都可以在這邊發表、提問！,30676,False,False,2020-04-20T05:56:27.713Z,2021-01-07T16:52:41.341Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,請於上方⬆️選擇標題分類,"{'exclude': [], 'include': []}",[],"['創業歷程', '創業', '創業分享', '投資']",False,{},[],0,"['classic', 'link']",{'last30Days': 80},False,"{'url': 'https://megapx-assets.dcard.tw/images/73787ba3-c47a-4ae7-b0f5-ef0bf6cd318a/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 599}","{'url': 'https://megapx-assets.dcard.tw/images/9be6709a-cf3c-4b26-bc2b-ebd46311b1c5/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
308,e6b363d9-9ec0-450c-bdcc-7c0c30eb1084,boyslove,BL,本板提供討論、分享、詢問BL相關話題，歡迎分享各種屬性的糧推坑，也歡迎發表自創、二創小說或插圖哦！,30313,False,False,2020-02-04T07:42:03.573Z,2020-08-28T07:16:56.497Z,False,True,True,False,False,True,{'size': 'small'},True,False,False,請記得在話題加入「作品名稱」或其他相關分類喲！,,"{'exclude': [], 'include': []}",[],"['BL原創', 'CP', '創作', '越界', '廣播劇', 'BL推坑', '腐', '圖', '耽美', '虐', '攻受', '腐女', '腐男', '同人', '書單', 'BL漫畫', 'BL小說', '作者', '正太', '真人']",True,{},[],0,['classic'],{'last30Days': 212},False,"{'url': 'https://megapx-assets.dcard.tw/images/6b13c26b-a5c9-47cc-a294-8955db8d6b7d/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/9ac875d1-775e-4719-867a-6267012f585d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
306,1485d642-95e2-4984-92c6-bf2e69ede925,lol,英雄聯盟,本板為英雄聯盟板，討論主旨為一切與英雄聯盟有關之事物與話題。,30054,False,False,2020-02-04T07:41:43.573Z,2020-09-24T08:28:28.164Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link', 'video', 'image']",{'last30Days': 238},False,"{'url': 'https://megapx-assets.dcard.tw/images/3457801f-3cea-4a65-a542-5693bd03cef3/orig.jpeg', 'type': 'image/jpeg', 'width': 1280, 'height': 427}","{'url': 'https://megapx-assets.dcard.tw/images/17230066-f572-4d8d-b1f1-19f73fa58b11/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
237,c1f60d65-4f49-4a56-9c00-f162c93e31a9,parentchild,親子,無論是還沒懷孕、正在懷孕、教養孩子，親子之間的喜怒哀樂，都可以在親子板分享交流，讓 Dcard 與你一同成長吧！,29689,False,False,2020-02-04T07:30:13.573Z,2020-09-14T06:34:13.215Z,False,False,False,False,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['教養問題', '懷孕', '寶寶日記']",False,{},[],0,"['classic', 'link']",{'last30Days': 365},False,"{'url': 'https://megapx-assets.dcard.tw/images/69dcfa76-77e8-44e6-8d16-8b8cc5cf7338/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/73218f2c-48b8-4ff5-996a-5c7a1da8a0a2/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
370,e33fd5d2-025f-46e4-8b81-3f6fecdd25e1,whysoserious,廢文,人生苦短，why so serious,29002,False,False,2020-02-04T07:52:23.573Z,2020-08-13T06:00:08.683Z,False,True,True,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],2,"['classic', 'link']",{'last30Days': 52141},False,"{'url': 'https://megapx-assets.dcard.tw/images/01e5491d-63ea-4253-a0a4-0dfad39d93c6/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/eb5e4c45-13f9-4ad1-b81b-695e7fd6acfc/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
311,99049f5e-bb3d-420f-b708-52c384359952,pokemon,寶可夢,寶可夢板提供玩家們討論攻略、抓寶心得或情報分享及詢問 Pokémon  之相關話題！,28677,False,False,2020-02-04T07:42:33.573Z,2020-09-24T09:48:38.019Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}",['精選'],"['攻略', '道館', '色違', 'IV', '團戰', '星塵', '雷達', '進化', '快龍', '皮卡丘', '卡比獸', '神奇寶貝球']",False,{},[],0,"['classic', 'link', 'image', 'video']",{'last30Days': 289},False,"{'url': 'https://megapx-assets.dcard.tw/images/9c9ac778-b194-4179-87c0-651b37bc6109/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/96f83382-c6c5-472b-94d8-98cc9588347e/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
260,49eed176-a7ad-492c-b6cf-77733ab633ef,ecolife,無痕生活,"無痕生活板提供無痕飲食使用心得、環保低碳及減塑生活等經驗分享。
環保政策、環境問題與剩食議題有不同想法都能在此發文討論！",28564,False,False,2020-02-04T07:34:03.573Z,2020-05-20T10:26:27.206Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喔！,,{},[],"['限塑政策', '不鏽鋼吸管', '玻璃吸管', '食物浪費', '無痕飲食', '月亮杯', '剩食餐廳', '衛生紙', '回收', '環保杯套', '食物袋', '徒步環島', '保鮮盒', '衛生棉條', '世界地球日']",False,{},[],0,['classic'],{'last30Days': 71},False,"{'url': 'https://megapx-assets.dcard.tw/images/ad71ab91-1910-47c9-9cb5-c67cdd352c0b/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e4534810-a7e8-494b-b69c-9caa8bd307d2/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
297,d05d1ad3-7678-47a7-b498-9e108b74657e,hiphop,嘻哈,歡迎大家討論嘻哈文化相關主題，包含但不限於饒舌、beatbox、街舞、塗鴉等內容。,27576,False,False,2020-02-04T07:40:13.573Z,2020-09-14T06:37:59.268Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 75},False,"{'url': 'https://megapx-assets.dcard.tw/images/6b71c8ef-3b4b-4cdd-aa83-ce4bf613ce0c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1ed548df-854b-4ef9-b5e0-5bb863b95b34/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
349,6ea32129-c485-4321-9030-f7f45ae4cc2f,med,醫事人員,"歡迎大家交流與醫事人員有關的內容還有做專業討論～不論是在學學生或是在實習、工作的大家，都歡迎在白袍板發文。

過渡期背景圖圖源<a href=""http://www.freepik.com"">Designed by macrovector_official / Freepik</a>",27555,False,False,2020-02-04T07:48:53.573Z,2021-03-01T13:27:51.010Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,去看板規，我打的很幸苦🥺,"{'exclude': [], 'include': []}",[],"['工作', '考試', '健保', 'Askmeanything', '活動']",False,{},[],0,"['classic', 'link']",{'last30Days': 62},False,"{'url': 'https://megapx-assets.dcard.tw/images/b1b91677-4a5c-484b-aa41-8addab4c3e94/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/03ba4d24-9af3-4c38-bdd4-095d4354d905/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
241,26e4252c-63d8-401b-82a9-110fe1e306db,lesbian,Les,屬於 Lesbians 的小天地。,27189,False,False,2020-02-04T07:30:53.573Z,2020-09-14T06:39:59.629Z,False,True,True,False,True,True,{'size': 'small'},False,False,False,,"1. 請至少15字勿填充
2. 避免發表個人社群帳號或交換個資","{'exclude': [], 'include': []}",[],"['板規', 'Les']",True,{},[],0,"['classic', 'link']",{'last30Days': 117},False,"{'url': 'https://megapx-assets.dcard.tw/images/d2caa863-122d-4082-8887-4b2500e28f02/orig.jpeg', 'type': 'image/jpeg', 'width': 1170, 'height': 390}","{'url': 'https://megapx-assets.dcard.tw/images/8783002d-bbf9-4f35-bf11-23cc83ec0101/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
288,4071b933-4198-49b2-93c6-dfce2f0dc272,marvel_studios,漫威,歡迎發表與漫威有關的一切文章，包含漫畫、電影及活動等等。,27087,False,False,2020-02-04T07:38:43.573Z,2020-09-14T06:42:27.504Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 7},False,"{'url': 'https://megapx-assets.dcard.tw/images/d6a3b4e4-a622-4fd1-b50d-4906b4cdf817/orig.jpeg', 'type': 'image/jpeg', 'width': 1239, 'height': 413}","{'url': 'https://megapx-assets.dcard.tw/images/607155c5-81f2-41e7-b545-2ddde286315e/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
255,3efb479b-3298-44bb-b56f-2090b1a7e2df,toy,玩具,歡迎交流包含公仔、玩具、模型、模改、扭蛋、一番賞，以及娃娃收藏類型的文章。,25792,False,False,2020-02-04T07:33:13.573Z,2020-09-14T06:38:36.037Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 95},False,"{'url': 'https://megapx-assets.dcard.tw/images/0b039763-de67-4afc-b207-1dd17a50e1d1/orig.jpeg', 'type': 'image/jpeg', 'width': 1420, 'height': 473}","{'url': 'https://megapx-assets.dcard.tw/images/a35fcf45-81e1-45fd-977b-3beb889a2942/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
295,3d5ea668-ec42-458c-91bb-12fa8e9afa27,musicevent,音樂活動,討論各種音樂活動的心得與資訊，包含但不限於：音樂祭、演唱會、表演等等。愛惜帳號，發文時請按照格式！票務相關文章格式請看置頂！,25723,False,False,2020-02-04T07:39:53.573Z,2021-01-15T10:30:21.318Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,愛惜帳號，發文時請按照格式！票務相關文章格式請看置頂！,"{'exclude': [], 'include': []}",[],"['適合聽音樂的活動', '音樂祭']",False,{},[],0,['classic'],{'last30Days': 183},False,"{'url': 'https://megapx-assets.dcard.tw/images/a332cc22-d3da-447a-b47b-34e4b898a447/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1fca37d7-f245-4d97-b305-2b981387e2f0/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
235,db901754-0902-4229-bd04-362f72e4ae8a,menstrual,生理用品,本板為生理用品板，舉凡國內外女性月經期間使用的產品，例如衛生棉、布衛生棉、衛生棉條、月亮杯、月事內褲、月事海綿，皆屬於本板討論範圍。,25349,False,False,2020-02-04T07:29:53.573Z,2020-09-18T15:12:01.399Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,"請於本版討論範圍內，遵守版規發文
注意:避孕、情趣用品和私密保養非本版範圍","{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 16},False,"{'url': 'https://megapx-assets.dcard.tw/images/b6c87108-04ff-4392-bca3-1630a5d42f7f/orig.jpeg', 'type': 'image/jpeg', 'width': 993, 'height': 331}","{'url': 'https://megapx-assets.dcard.tw/images/094757ab-6d1a-45a9-980a-8340d662824c/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
312,57288c27-f141-4270-8b56-a1c7a1336f54,disney,迪士尼,歡迎喜歡迪士尼的卡友來分享情報！,25266,False,False,2020-02-04T07:42:43.573Z,2020-09-14T06:39:20.773Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 15},False,"{'url': 'https://megapx-assets.dcard.tw/images/a525a9da-8f8f-44c6-a596-ce829c3854e6/orig.jpeg', 'type': 'image/jpeg', 'width': 553, 'height': 184}","{'url': 'https://megapx-assets.dcard.tw/images/182cabb3-d1e9-436b-8a4a-acd16db15f2c/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
334,e600760f-46c5-40a6-96b4-4b201770464a,military,軍旅,"洞！三！夭！又你！拖拖拉拉慢吞吞的，你過年啊？整個三連就等你一個。三連！
阿你不是三連的喔，舉手答有啊？莫名其妙。奇怪了～頭髮剪掉智商也剪掉了是不是？",24889,False,False,2020-02-04T07:46:23.573Z,2020-09-14T06:32:45.743Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['洞八', '官校生', '國家國家', '親愛精誠']",False,{},[],0,"['classic', 'link']",{'last30Days': 308},False,"{'url': 'https://megapx-assets.dcard.tw/images/9f07190c-6524-41f0-9e18-819a4e4381f5/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c16db6a0-8338-435a-9d9b-da69a7df4077/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
282,e271b323-0e08-4d9f-b379-dfbd82cfa32b,hypermarket,量販店,歡迎分享各大量販店（全聯、costco、家樂福、愛買、大潤發⋯）最新優惠情報、新品上市或商品開箱分享！,24845,False,False,2020-02-04T07:37:43.573Z,2020-10-27T01:42:22.648Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 15},False,"{'url': 'https://megapx-assets.dcard.tw/images/af919d5f-301a-4eaf-bd9e-9dc0ff05af44/orig.jpeg', 'type': 'image/jpeg', 'width': 936, 'height': 312}","{'url': 'https://megapx-assets.dcard.tw/images/dd7a3608-b8d3-45f9-9772-2bcc1f4092e1/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
369,f70adbe9-4a58-4dd6-b6a0-7e5e06e2afce,kaohsiung,高雄,只要你是關心高雄、熱愛高雄的朋友們，都歡迎分享屬於你自己的高雄故事，無論是推薦的地方美食、分享資訊、協尋都可以！,24756,False,False,2020-02-04T07:52:13.573Z,2020-09-14T06:42:07.238Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['高雄美食', '高雄旅遊']",False,{},[],0,"['classic', 'link']",{'last30Days': 84},False,"{'url': 'https://megapx-assets.dcard.tw/images/029c483b-627d-4c99-995e-7e84c36b9c7c/orig.jpeg', 'type': 'image/jpeg', 'width': 800, 'height': 267}","{'url': 'https://megapx-assets.dcard.tw/images/626f7395-807f-4d3c-988c-8da57829e347/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
385,932897c6-3470-4053-993a-86aa390b9c6b,showdogs,曬狗,你家的狗曬起來！,24210,False,False,2020-03-24T03:24:26.856Z,2020-05-20T10:27:42.648Z,False,True,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['image', 'video', 'link']",{'last30Days': 67},False,"{'url': 'https://megapx-assets.dcard.tw/images/a98c56b9-c92b-45de-9fa7-c98de734fede/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e9197f8e-f922-4518-8e2b-5a66b11533de/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
367,f8acd3e6-17e9-4d9d-bc7c-bf24d94c2ad1,literature,詩文,詩文板提供分享討論新詩、散文、小說等文章，也歡迎各種詩詞文章創作在此發表。,23996,False,False,2020-02-04T07:51:53.573Z,2020-05-20T10:27:13.678Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,{},"['新詩', '散文', '小說', '詞創']","['新詩', '散文', '小說', '詞創']",False,{},[],0,['classic'],{'last30Days': 336},False,"{'url': 'https://megapx-assets.dcard.tw/images/b5dcb264-1714-431c-8ac1-609cd276096d/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/693c0654-f988-479e-9750-ff5e52bf99ab/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
389,960b42f9-9dc3-483e-829f-466be52d2906,tech_job,科技業,科技業版,23853,False,False,2020-04-20T05:48:11.419Z,2020-09-14T06:45:01.249Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 194},False,"{'url': 'https://megapx-assets.dcard.tw/images/409ccbc1-eb9b-4809-8d8c-c627968af55c/orig.jpeg', 'type': 'image/jpeg', 'width': 720, 'height': 239}","{'url': 'https://megapx-assets.dcard.tw/images/c4bb5181-2f3c-4c5e-8006-c8bea5a69e99/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
406,16d8d779-4aff-4455-93e0-4a6cf3413d19,aov,傳說對決,"歡迎大家一起遊玩，但請保持理性遊戲
請不要做任何人身攻擊！

請詳細閱讀板規內容和置頂文🙂
另外板主絕對不會加各位的ID，請勿受騙上當",23567,False,False,2020-05-19T05:35:50.145Z,2020-11-08T16:55:32.364Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link', 'image', 'video']",{'last30Days': 769},False,"{'url': 'https://megapx-assets.dcard.tw/images/fa4f329f-e9d7-4462-b6d3-f9baca8aab6a/orig.jpeg', 'type': 'image/jpeg', 'width': 1242, 'height': 414}","{'url': 'https://megapx-assets.dcard.tw/images/df1b8547-62ea-4c18-8dd6-2a4a53e1b4ce/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
392,a5837b3c-088c-45a0-b537-28f91ce83c63,oversea_job,海外工作,"Hello, 到世界各地挑戰也是你的夢想嗎？你是已經過關斬將成功踏上世界舞台的前輩嗎？一起來分享這份寶貴的經驗吧！",23382,False,False,2020-04-20T05:51:07.457Z,2020-09-14T06:45:07.937Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,"徵才張貼統一限制文章格式如下：

【公司名稱】

【工作職缺】

【工作內容】

【工作地點】請填工作詳細地址，或註明在家工作

【工作時間】請註明上下班時間、有無午休時間、休假與加班，若是排班制，也請註明每個班別的時段

【徵求條件】禁止違反就業服務法及性別工作平等法等台灣現行法律，嚴禁特定性別與年齡

【加分條件】禁止違反就業服務法及性別工作平等法等台灣現行法律，嚴禁特定性別與年齡

【薪資待遇】請註明薪資範圍，不得低於台灣現行基本工資

【公司福利】

【聯絡方式】請填寫聯絡人、聯絡資訊，聯絡方式不得只有通訊軟體或社群網站帳號

【其他備註】請註明消息來源：本人設立之公司招募/本人所屬公司招募/純屬代po，個人並不屬於此公司","{'exclude': [], 'include': []}",[],"['澳洲', '英國', '美國', '歐洲', '海外工作', '菲律賓']",False,{},[],0,"['classic', 'link']",{'last30Days': 27},False,"{'url': 'https://megapx-assets.dcard.tw/images/7682d2fa-06a1-4582-9fc9-ce15e19b9bb4/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e856449a-bcc7-4ba2-8179-eeff3e7fdb8e/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
344,e91644fb-5a42-42e0-9526-61b1e133559d,blockchain,區塊鏈,歡迎大家討論鏈圈、礦圈、幣圈的各種問題。,23124,False,False,2020-02-04T07:48:03.573Z,2020-09-14T06:37:46.133Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,發文前記得選一下分類看看板規喔！,"{'exclude': [], 'include': []}",[],"['區塊鏈', '加密貨幣']",False,{},[],0,"['classic', 'link']",{'last30Days': 64},False,"{'url': 'https://megapx-assets.dcard.tw/images/0b8beacf-51cb-49f9-9940-bbd2e1b98120/orig.jpeg', 'type': 'image/jpeg', 'width': 1797, 'height': 599}","{'url': 'https://megapx-assets.dcard.tw/images/572bf286-5262-488d-99e8-b1f81a8260c3/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
359,2bb20844-07ec-41d3-830f-ae551fc31246,course,課程,本板提供討論、分享各類課程評價與心得 。,22379,False,False,2020-02-04T07:50:33.573Z,2020-05-20T10:26:22.069Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,{},[],"['研究所', '補習班', '微積分', '程式語言', '通識', '選修', '必修']",False,{},[],0,['classic'],{'last30Days': 179},False,"{'url': 'https://megapx-assets.dcard.tw/images/aee12037-f4ac-43e5-be6c-4373a195c4a0/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/0e7914f1-11ed-4624-a5e3-01683b6514e9/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
329,826d2c1a-dc22-41fc-8963-5223339e7c00,free_dive,自由潛水,"歡迎各位小魚兒來到自由潛水看板！
此看板目的在給各位個平台分享自由潛水的各項資訊
從潛水考證資訊、分享練習技巧、揪團潛水練功、分享照片影片，讓更多人看見自由潛水的快樂與自由。

揪團潛水辦法更新中！
會盡快推出全新辦法！敬請期待～
⚠️發文請注意版規規範，以免遭檢舉。
板規
1. 禁止發表與本板主旨無關的內容
2. 發表言論請相互尊重、互相欣賞、請注意發言、禁止筆戰，經版主認定有筆戰行為，版主或留言進行勸導，若再犯將刪除留言並禁言數天。
3. Dcard 禁止交換個人資料（分享單一主題類連結除外）
4. 可以使用貼文或留言分享學習心得與經驗～（包含潛店、教練名稱）但請勿涉及商業行為如公佈價錢。（善用揪團辦法：版規第9條）
5. 相同活動禁止三天內重複貼文（請先爬文以免文章遭刪除）
6.黑特特別規定：黑特請將圖片、店名、教練名全數打碼，「不得隱射、使用諧音」以免觸法，違者經勸導並限期改善，未依規定執行者文章將被刪文。
7.請勿留言惡意抹黑、不實指控、罵髒話、使用諧音罵髒話、濫用檢舉功能。
8.揪團辦法請用匿名信箱或賴社群，勿留個資。",21777,False,False,2020-02-04T07:45:33.573Z,2020-10-20T04:42:52.774Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,板規,#放呆 #提問 #分享 #影片 #圖,"{'exclude': [], 'include': []}",[],"['freedive', '自由潛水']",False,{},[],0,"['classic', 'link']",{'last30Days': 35},False,"{'url': 'https://megapx-assets.dcard.tw/images/36fa8f2e-dcc9-4852-9cd3-247108cbc91d/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bc03d06d-dc9c-4979-befa-81aadebf1e91/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
